id,xcentroid,ycentroid,sharpness,roundness1,roundness2,npix,sky,peak,flux,mag,num_sources,flux_integrated,outlier_flag
   2.00000,  13.68197,  24.99031,   0.79261,   0.07501,  -0.05768,  25.00000,   0.00000, 101.31409,   6.19921,  -1.97969,   2.00000,1909.42287,   0.00000
   2.00000,  13.67068,  25.00163,   0.78247,   0.06367,  -0.05058,  25.00000,   0.00000,  99.33175,   6.08157,  -1.95910,   2.00000,1905.21557,   0.00000
   2.00000,  13.66098,  24.98478,   0.78894,   0.09054,  -0.05865,  25.00000,   0.00000,  99.18304,   6.05274,  -1.95333,   2.00000,1896.25669,   0.00000
   2.03125,  13.65043,  24.97245,   0.78257,   0.08212,  -0.05273,  25.00000,   0.00000, 108.78517,   7.36378,  -2.00500,   2.03125,1901.52692,   0.01562
   2.00000,  13.67789,  24.95353,   0.79656,   0.10302,  -0.06265,  25.00000,   0.00000, 100.93691,   6.16039,  -1.97276,   2.00000,1898.35090,   0.00000
   2.00000,  13.66783,  24.99163,   0.78524,   0.08284,  -0.05497,  25.00000,   0.00000,  99.31947,   6.08654,  -1.95942,   2.00000,1904.45694,   0.00000
   2.00000,  13.67401,  24.97687,   0.78865,   0.07244,  -0.05351,  25.00000,   0.00000,  99.45736,   6.10340,  -1.96244,   2.00000,1899.36060,   0.00000
   2.00000,  13.66258,  24.97650,   0.79117,   0.09899,  -0.06534,  25.00000,   0.00000,  99.61629,   6.07321,  -1.95733,   2.00000,1906.14334,   0.00000
   1.97031,  13.68505,  24.97639,   0.78593,   0.10181,  -0.04540,  24.61094,   0.00156,  99.26355,   6.08235,  -1.94350,   1.97031,1902.01846,   0.01562
   2.00000,  13.67400,  24.96028,   0.79450,   0.10523,  -0.05159,  25.00000,   0.00000, 100.24527,   6.09035,  -1.96008,   2.00000,1906.72127,   0.00000
   2.00000,  13.67522,  24.96883,   0.79855,   0.09640,  -0.06498,  25.00000,   0.00000, 100.86553,   6.11841,  -1.96483,   2.00000,1906.11806,   0.00000
   2.00000,  13.67112,  24.95099,   0.79812,   0.10712,  -0.05696,  25.00000,   0.00000, 100.39082,   6.09784,  -1.96152,   2.00000,1903.77459,   0.00000
   2.00000,  13.64720,  24.93459,   0.78484,   0.14197,  -0.06947,  25.00000,   0.00000,  98.08790,   5.96480,  -1.93748,   2.00000,1901.81622,   0.00000
   1.97031,  13.68465,  24.92615,   0.78975,   0.13057,  -0.04863,  24.61094,   0.00156,  99.20797,   6.03947,  -1.93560,   1.97031,1899.37179,   0.01562
   2.00000,  13.69169,  24.93109,   0.79861,   0.12391,  -0.05679,  25.00000,   0.00000, 100.89422,   6.14366,  -1.96970,   2.00000,1899.44128,   0.00000
   2.00000,  13.68109,  24.92780,   0.79443,   0.12472,  -0.04804,  25.00000,   0.00000, 100.62657,   6.14677,  -1.97012,   2.00000,1903.85295,   0.00000
   1.97031,  13.67491,  24.93059,   0.78531,   0.13673,  -0.05659,  24.61094,   0.00156,  98.56656,   5.97249,  -1.92372,   1.97031,1897.73400,   0.01562
   2.00000,  13.66503,  24.94817,   0.78747,   0.11023,  -0.06074,  25.00000,   0.00000,  99.97237,   6.09444,  -1.96102,   2.00000,1912.50435,   0.00000
   2.00000,  13.67513,  24.93158,   0.79480,   0.13529,  -0.05194,  25.00000,   0.00000,  99.77437,   6.10854,  -1.96392,   2.00000,1893.76022,   0.00000
   2.00000,  13.66543,  24.94010,   0.79530,   0.12496,  -0.05529,  25.00000,   0.00000,  99.90378,   6.08218,  -1.95907,   2.00000,1904.80986,   0.00000
   2.00000,  13.69144,  24.94832,   0.79659,   0.11215,  -0.04958,  25.00000,   0.00000, 100.87817,   6.15225,  -1.97101,   2.00000,1897.61500,   0.00000
   2.00000,  13.69411,  24.96733,   0.79623,   0.09113,  -0.05174,  25.00000,   0.00000, 100.63114,   6.13005,  -1.96687,   2.00000,1895.52740,   0.00000
   2.00000,  13.66662,  24.93575,   0.78757,   0.12323,  -0.06532,  25.00000,   0.00000,  99.31268,   6.08906,  -1.95972,   2.00000,1908.55619,   0.00000
   2.00000,  13.68159,  24.96376,   0.79895,   0.09896,  -0.05156,  25.00000,   0.00000, 100.72205,   6.10271,  -1.96145,   2.00000,1897.56045,   0.00000
   2.00000,  13.67816,  24.93991,   0.80099,   0.11035,  -0.06235,  25.00000,   0.00000, 101.14348,   6.09368,  -1.96112,   2.00000,1906.19165,   0.00000
   2.00000,  13.67515,  24.91893,   0.79305,   0.11723,  -0.06060,  25.00000,   0.00000,  99.67295,   6.05777,  -1.95461,   2.00000,1897.78263,   0.00000
   2.00000,  13.67972,  24.92983,   0.79756,   0.12164,  -0.05718,  25.00000,   0.00000, 100.17286,   6.06460,  -1.95545,   2.00000,1892.15793,   0.00000
   2.00000,  13.67664,  24.93186,   0.79295,   0.11307,  -0.05445,  25.00000,   0.00000, 100.58415,   6.18233,  -1.97669,   2.00000,1906.10946,   0.00000
   2.00000,  13.68182,  24.94124,   0.80216,   0.11908,  -0.04987,  25.00000,   0.00000, 100.44722,   6.07983,  -1.95827,   2.00000,1891.12270,   0.00000
   1.97031,  13.66051,  24.93799,   0.77782,   0.13741,  -0.05629,  24.61094,   0.00156,  97.60276,   5.94959,  -1.91940,   1.97031,1905.26333,   0.01562
   2.00000,  13.68107,  24.90064,   0.79745,   0.15683,  -0.05142,  25.00000,   0.00000, 100.49105,   6.09299,  -1.96092,   2.00000,1900.68591,   0.00000
   2.00000,  13.69672,  24.91374,   0.80006,   0.14835,  -0.05378,  25.00000,   0.00000, 101.14861,   6.15994,  -1.97304,   2.00000,1896.42725,   0.00000
   2.00000,  13.63570,  24.92454,   0.79158,   0.12777,  -0.06610,  25.00000,   0.00000,  99.62534,   6.06606,  -1.95536,   2.00000,1908.82961,   0.00000
   2.00000,  13.60936,  24.92707,   0.78508,   0.13054,  -0.09138,  25.00000,   0.00000,  96.62730,   5.87422,  -1.92110,   2.00000,1895.15801,   0.00000
   1.98438,  13.65302,  24.94293,   0.79212,   0.11630,  -0.06799,  25.00000,   0.00000, 124.86194,   7.67758,  -2.01599,   2.01562,1906.30203,   0.01562
   2.00000,  13.65037,  24.94717,   0.78589,   0.11999,  -0.06111,  25.00000,   0.00000,  98.61078,   6.04785,  -1.95286,   2.00000,1902.71871,   0.00000
   2.00000,  13.64069,  24.93451,   0.78839,   0.11127,  -0.07957,  25.00000,   0.00000,  97.83717,   5.97194,  -1.93913,   2.00000,1895.24125,   0.00000
   2.00000,  13.62877,  24.93926,   0.78135,   0.13890,  -0.07233,  25.00000,   0.00000,  97.25130,   5.95484,  -1.93555,   2.00000,1899.23043,   0.00000
   1.97031,  13.65563,  24.93932,   0.77777,   0.10649,  -0.05953,  24.61094,   0.00156,  97.56731,   5.93552,  -1.91677,   1.97031,1902.92796,   0.03125
   2.00000,  13.66418,  24.91232,   0.78943,   0.13325,  -0.05117,  25.00000,   0.00000,  99.44706,   6.06405,  -1.95551,   2.00000,1902.73114,   0.00000
   2.00000,  13.65079,  24.91832,   0.78952,   0.14176,  -0.06210,  25.00000,   0.00000,  98.17305,   6.00572,  -1.94480,   2.01562,1891.51396,   0.00000
   2.00000,  13.64872,  24.91659,   0.78859,   0.14621,  -0.06545,  25.00000,   0.00000,  98.82731,   6.06118,  -1.95485,   2.00000,1903.45561,   0.00000
   2.00000,  13.63980,  24.90915,   0.78464,   0.14071,  -0.07097,  25.00000,   0.00000,  97.88333,   6.00686,  -1.94550,   2.00000,1900.03492,   0.00000
   2.00000,  13.61360,  24.93944,   0.78310,   0.11492,  -0.08491,  25.00000,   0.00000,  97.31239,   5.91856,  -1.92915,   2.00000,1909.30812,   0.00000
   2.00000,  13.67153,  24.91059,   0.79428,   0.13914,  -0.05585,  25.00000,   0.00000, 100.67319,   6.12167,  -1.96583,   2.00000,1914.62856,   0.00000
   2.01562,  13.64047,  24.91954,   0.79349,   0.13275,  -0.07339,  25.00000,   0.00000,  99.35647,   6.01158,  -1.94625,   2.01562,1908.31975,   0.00000
   2.00000,  13.61489,  24.93360,   0.78213,   0.11601,  -0.08588,  25.00000,   0.00000,  97.34533,   5.94566,  -1.93405,   2.00000,1910.19309,   0.00000
   2.00000,  13.61876,  24.95303,   0.78420,   0.10026,  -0.08678,  25.00000,   0.00000,  98.05017,   6.02025,  -1.94779,   2.00000,1909.30202,   0.00000
   2.00000,  13.65160,  24.93439,   0.79910,   0.11344,  -0.06663,  25.00000,   0.00000,  99.04545,   5.98265,  -1.94094,   2.00000,1894.41132,   0.00000
   2.00000,  13.63317,  24.92430,   0.78855,   0.12469,  -0.07544,  25.00000,   0.00000,  98.62508,   6.05355,  -1.95351,   2.00000,1911.59799,   0.00000
   2.00000,  13.64748,  24.91414,   0.79196,   0.15754,  -0.06331,  25.00000,   0.00000,  98.36247,   5.99654,  -1.94359,   2.00000,1890.54057,   0.00000
   2.00000,  13.66194,  24.92798,   0.78754,   0.13658,  -0.05634,  25.00000,   0.00000,  98.47255,   6.01210,  -1.94660,   2.00000,1893.65632,   0.00000
   2.00000,  13.65294,  24.92659,   0.79409,   0.13545,  -0.06346,  25.00000,   0.00000,  99.58424,   6.08906,  -1.96000,   2.00000,1903.99136,   0.00000
   2.00000,  13.62385,  24.92655,   0.77971,   0.12223,  -0.07524,  25.00000,   0.00000,  97.54797,   5.98940,  -1.94246,   2.00000,1912.22698,   0.00000
   2.00000,  13.64971,  24.93106,   0.78459,   0.13450,  -0.07089,  25.00000,   0.00000,  97.60225,   5.93978,  -1.93311,   2.00000,1897.46952,   0.00000
   2.00000,  13.61431,  24.93295,   0.77910,   0.11696,  -0.08535,  25.00000,   0.00000,  97.14717,   5.94754,  -1.93450,   2.00000,1912.77478,   0.00000
   2.00000,  13.61004,  24.93423,   0.78597,   0.12076,  -0.08753,  25.00000,   0.00000,  97.16006,   5.93888,  -1.93310,   2.00000,1898.60913,   0.00000
   2.00000,  13.61475,  24.92358,   0.78706,   0.13087,  -0.09327,  25.00000,   0.00000,  97.70497,   5.96416,  -1.93750,   2.00000,1905.04647,   0.00000
   1.97031,  13.63101,  24.93638,   0.77979,   0.12149,  -0.08381,  24.61094,   0.00156,  97.62011,   5.99400,  -1.92767,   1.97031,1915.45695,   0.01562
   2.00000,  13.65125,  24.94889,   0.78583,   0.10995,  -0.06535,  25.00000,   0.00000,  98.63606,   6.06067,  -1.95492,   2.00000,1899.50126,   0.00000
   2.00000,  13.62891,  24.93853,   0.78506,   0.11467,  -0.08675,  25.00000,   0.00000,  97.81470,   5.99501,  -1.94334,   2.00000,1899.92050,   0.00000
   2.00000,  13.64272,  24.90089,   0.78442,   0.14828,  -0.06674,  25.00000,   0.00000,  97.57635,   5.98392,  -1.94095,   2.00000,1899.17085,   0.00000
   2.00000,  13.61930,  24.90465,   0.78363,   0.13341,  -0.09161,  25.00000,   0.00000,  96.39426,   5.89129,  -1.92409,   2.00000,1896.30850,   0.00000
   2.01562,  13.62015,  24.90356,   0.78304,   0.15265,  -0.08273,  25.00000,   0.00000,  96.81947,   5.92636,  -1.93073,   2.01562,1898.20095,   0.00000
   2.00000,  13.61762,  24.89840,   0.78522,   0.17060,  -0.07689,  25.00000,   0.00000,  96.71644,   5.92490,  -1.92988,   2.00000,1901.52376,   0.00000
   2.01562,  13.61471,  24.90251,   0.78118,   0.13761,  -0.08817,  25.00000,   0.00000,  96.66940,   5.92203,  -1.92965,   2.01562,1905.02868,   0.00000
   2.00000,  13.64491,  24.90546,   0.79358,   0.14294,  -0.07506,  25.00000,   0.00000,  99.54033,   6.03324,  -1.94984,   2.00000,1910.43029,   0.00000
   2.00000,  13.65027,  24.88778,   0.78443,   0.16413,  -0.06492,  25.00000,   0.00000,  98.48353,   6.03351,  -1.95012,   2.00000,1911.60801,   0.00000
   2.00000,  13.62288,  24.89994,   0.78314,   0.14353,  -0.08343,  25.00000,   0.00000,  97.45143,   5.95895,  -1.93677,   2.00000,1908.70009,   0.00000
   2.00000,  13.63973,  24.87953,   0.78130,   0.17296,  -0.06729,  25.00000,   0.00000,  97.69367,   6.01955,  -1.94794,   2.00000,1910.83728,   0.00000
   2.00000,  13.66553,  24.87763,   0.79525,   0.17199,  -0.05741,  25.00000,   0.00000,  99.99452,   6.06570,  -1.95563,   2.00000,1911.10543,   0.00000
   1.97031,  13.63394,  24.89357,   0.77205,   0.16481,  -0.07156,  24.61094,   0.00156,  95.74141,   5.85636,  -1.90217,   1.97031,1897.32584,   0.01562
   2.01562,  13.65333,  24.87997,   0.79086,   0.16180,  -0.05833,  25.00000,   0.00000,  98.10370,   5.93376,  -1.93213,   2.01562,1901.60420,   0.00000
   2.00000,  13.63277,  24.88155,   0.79229,   0.18491,  -0.06666,  25.00000,   0.00000,  98.57354,   5.99829,  -1.94360,   2.00000,1904.96948,   0.00000
   2.00000,  13.62949,  24.87865,   0.78887,   0.15874,  -0.07757,  25.00000,   0.00000,  98.26241,   6.00854,  -1.94562,   2.00000,1909.37673,   0.00000
   2.00000,  13.63947,  24.86807,   0.78578,   0.20696,  -0.06839,  25.00000,   0.00000,  98.05968,   5.97957,  -1.94009,   2.00000,1913.45310,   0.00000
   1.97031,  13.66888,  24.88253,   0.77805,   0.17738,  -0.06327,  24.61094,   0.00156,  97.41016,   5.98158,  -1.92551,   1.97031,1899.81589,   0.01562
   2.00000,  13.65238,  24.87130,   0.78848,   0.18422,  -0.07120,  25.00000,   0.00000,  97.76053,   5.94788,  -1.93465,   2.00000,1896.91173,   0.00000
   2.00000,  13.65327,  24.86510,   0.78357,   0.19813,  -0.06703,  25.00000,   0.00000,  98.30193,   6.02467,  -1.94787,   2.00000,1908.68344,   0.00000
   2.00000,  13.64578,  24.86636,   0.78077,   0.17857,  -0.06272,  25.00000,   0.00000,  97.12736,   5.94652,  -1.93450,   2.00000,1903.18274,   0.00000
   2.00000,  13.63381,  24.87064,   0.78005,   0.16502,  -0.08957,  25.00000,   0.00000, 112.67428,   6.93751,  -1.98317,   2.03125,1909.93731,   0.01562
   1.97031,  13.65328,  24.85085,   0.77926,   0.19113,  -0.06076,  24.61094,   0.00156,  96.51548,   5.88583,  -1.90773,   1.97031,1906.33523,   0.01562
   2.00000,  13.67208,  24.88088,   0.80078,   0.16014,  -0.04958,  25.00000,   0.00000, 100.35359,   6.04903,  -1.95244,   2.00000,1904.45698,   0.00000
   2.00000,  13.68158,  24.87229,   0.80047,   0.17333,  -0.05756,  25.00000,   0.00000, 101.03061,   6.17299,  -1.97520,   2.00000,1910.31506,   0.00000
   2.00000,  13.66596,  24.84406,   0.78972,   0.20731,  -0.05766,  25.00000,   0.00000,  98.72159,   5.99687,  -1.94360,   2.00000,1910.01441,   0.00000
   2.00000,  13.64579,  24.83924,   0.78226,   0.20662,  -0.05961,  25.00000,   0.00000,  97.10175,   5.97846,  -1.93994,   2.00000,1899.83166,   0.00000
   2.01562,  13.82467,  24.90776,   0.79128,   0.16036,  -0.07648,  25.00000,   0.00000, 100.24955,   6.11007,  -1.95975,   2.01562,1918.08208,   0.00000
   2.00000,  13.66358,  24.84928,   0.79123,   0.20054,  -0.05630,  25.00000,   0.00000,  98.88827,   6.03175,  -1.94915,   2.00000,1909.59174,   0.00000
   2.00000,  13.67501,  24.86984,   0.79267,   0.16788,  -0.06306,  25.00000,   0.00000,  99.41486,   6.07052,  -1.95638,   2.00000,1900.37737,   0.00000
   2.00000,  13.64636,  24.87498,   0.79217,   0.19078,  -0.05871,  25.00000,   0.00000,  98.22606,   5.97579,  -1.93930,   2.00000,1895.94653,   0.00000
   2.00000,  13.67243,  24.84906,   0.79774,   0.19573,  -0.05773,  25.00000,   0.00000,  99.37443,   6.03122,  -1.94955,   2.00000,1903.65773,   0.00000
   2.00000,  13.67047,  24.83662,   0.78870,   0.20602,  -0.05040,  25.00000,   0.00000,  97.39915,   5.94304,  -1.93298,   2.00000,1889.57565,   0.00000
   2.00000,  13.67671,  24.85286,   0.80025,   0.18852,  -0.05109,  25.00000,   0.00000, 100.92698,   6.12418,  -1.96631,   2.00000,1910.86326,   0.00000
   2.00000,  13.68594,  24.84258,   0.79977,   0.20796,  -0.04354,  25.00000,   0.00000,  99.31799,   5.99223,  -1.94268,   2.00000,1896.16588,   0.00000
   2.00000,  13.65392,  24.84946,   0.78616,   0.21844,  -0.06328,  25.00000,   0.00000,  97.61263,   5.97450,  -1.93954,   2.00000,1904.69160,   0.00000
   2.00000,  13.64461,  24.85157,   0.78806,   0.19788,  -0.06302,  25.00000,   0.00000,  96.82674,   5.88553,  -1.92326,   2.00000,1891.79144,   0.00000
   2.00000,  13.67464,  24.81925,   0.79150,   0.22288,  -0.04717,  25.00000,   0.00000,  98.78998,   6.00543,  -1.94521,   2.00000,1903.06484,   0.00000
   2.00000,  13.65622,  24.83158,   0.79031,   0.22234,  -0.05099,  25.00000,   0.00000,  97.44723,   5.95657,  -1.93614,   2.00000,1896.80164,   0.00000
   2.00000,  13.65640,  24.85636,   0.78755,   0.19323,  -0.05695,  25.00000,   0.00000,  98.78038,   6.08074,  -1.95831,   2.00000,1908.43599,   0.00000
   1.98438,  13.61909,  24.85162,   0.78790,   0.21784,  -0.07231,  25.00000,   0.00000, 101.77413,   6.21110,  -1.94749,   2.01562,1903.19265,   0.01562
   2.00000,  13.64919,  24.84707,   0.78589,   0.20308,  -0.06011,  25.00000,   0.00000,  97.46308,   5.95633,  -1.93649,   2.00000,1901.06305,   0.00000
   2.00000,  13.68229,  24.83424,   0.78808,   0.21196,  -0.04452,  25.00000,   0.00000,  98.63701,   6.04804,  -1.95283,   2.00000,1902.28600,   0.00000
   1.98438,  13.66922,  24.84034,   0.79334,   0.18046,  -0.06715,  25.00000,   0.00000, 112.06322,   7.00882,  -1.98944,   2.01562,1912.15652,   0.01562
   2.00000,  13.66496,  24.84604,   0.79109,   0.21398,  -0.05105,  25.00000,   0.00000,  98.96497,   6.02576,  -1.94867,   2.00000,1909.07014,   0.00000
   2.00000,  13.68801,  24.83603,   0.79144,   0.18563,  -0.04511,  25.00000,   0.00000, 100.20977,   6.10705,  -1.96308,   2.00000,1922.74406,   0.00000
   2.00000,  13.65770,  24.81878,   0.79034,   0.23880,  -0.04688,  25.00000,   0.00000,  98.63055,   5.99047,  -1.94201,   2.00000,1918.38987,   0.00000
   2.00000,  13.66912,  24.82721,   0.79016,   0.21097,  -0.05136,  25.00000,   0.00000,  98.59596,   6.01537,  -1.94664,   2.00000,1909.46026,   0.00000
   2.00000,  13.68612,  24.81568,   0.79280,   0.23443,  -0.04301,  25.00000,   0.00000,  99.25446,   6.03419,  -1.95037,   2.00000,1910.92854,   0.00000
   2.01562,  13.65259,  24.84165,   0.78695,   0.21192,  -0.05969,  25.00000,   0.00000,  97.69161,   5.99296,  -1.94256,   2.01562,1904.10103,   0.00000
   2.00000,  13.66549,  24.83725,   0.78388,   0.22805,  -0.05338,  25.00000,   0.00000,  97.87126,   5.95486,  -1.93562,   2.00000,1912.37581,   0.00000
   2.00000,  13.65549,  24.81681,   0.78234,   0.23328,  -0.04521,  25.00000,   0.00000,  97.10318,   5.94952,  -1.93460,   2.00000,1907.23651,   0.00000
   2.00000,  13.67063,  24.81048,   0.79080,   0.21349,  -0.04931,  25.00000,   0.00000,  98.48496,   6.02503,  -1.94839,   2.00000,1903.74128,   0.00000
   2.00000,  13.65435,  24.83086,   0.79378,   0.21915,  -0.05989,  25.00000,   0.00000,  98.62371,   6.00068,  -1.94428,   2.00000,1911.69726,   0.00000
   2.00000,  13.68254,  24.81218,   0.79357,   0.22618,  -0.04158,  25.00000,   0.00000,  98.97458,   6.00611,  -1.94495,   2.00000,1906.69375,   0.00000
   2.00000,  13.66808,  24.81697,   0.78520,   0.25080,  -0.05765,  25.00000,   0.00000, 114.67971,   7.09702,  -1.98979,   2.01562,1905.15790,   0.01562
   2.00000,  13.68695,  24.80589,   0.79188,   0.24139,  -0.03461,  25.00000,   0.00000,  99.19884,   6.04466,  -1.95154,   2.00000,1910.68414,   0.00000
   2.01562,  13.67075,  24.82899,   0.79109,   0.22780,  -0.04273,  25.00000,   0.00000,  99.24924,   6.07671,  -1.95481,   2.01562,1905.57409,   0.01562
   2.00000,  13.68939,  24.80648,   0.79111,   0.22323,  -0.03912,  25.00000,   0.00000,  99.10896,   6.05000,  -1.95300,   2.00000,1908.89027,   0.00000
   2.00000,  13.69089,  24.82193,   0.79311,   0.23348,  -0.04174,  25.00000,   0.00000,  99.06134,   6.06422,  -1.95546,   2.00000,1902.35200,   0.00000
   2.01562,  13.69342,  24.81547,   0.79896,   0.21336,  -0.02921,  25.00000,   0.00000, 122.96191,   7.58380,  -1.99708,   2.03125,1900.23859,   0.01562
   2.00000,  13.68043,  24.81755,   0.78630,   0.22845,  -0.04603,  25.00000,   0.00000,  97.64900,   5.95619,  -1.93583,   2.00000,1897.89065,   0.00000
   2.00000,  13.70396,  24.82107,   0.79409,   0.22124,  -0.03554,  25.00000,   0.00000,  98.91863,   6.02280,  -1.94817,   2.00000,1897.09991,   0.00000
   2.00000,  13.69697,  24.80150,   0.79724,   0.22299,  -0.03512,  25.00000,   0.00000,  99.02839,   6.01972,  -1.94749,   2.00000,1897.75243,   0.00000
   2.00000,  13.70747,  24.80060,   0.79180,   0.24741,  -0.03027,  25.00000,   0.00000,  98.69457,   6.03426,  -1.94957,   2.00000,1901.64207,   0.00000
   2.00000,  13.71103,  24.82252,   0.80268,   0.21789,  -0.02850,  25.00000,   0.00000, 101.00045,   6.10832,  -1.96343,   2.00000,1909.70537,   0.00000
   2.00000,  13.72705,  24.81817,   0.79912,   0.20793,  -0.03239,  25.00000,   0.00000,  99.88410,   6.04157,  -1.95129,   2.00000,1893.67436,   0.00000
   2.00000,  13.73428,  24.81299,   0.80513,   0.21335,  -0.02039,  25.00000,   0.00000, 100.64045,   6.09464,  -1.96110,   2.00000,1888.09973,   0.00000
   2.00000,  13.72732,  24.80556,   0.79776,   0.20829,  -0.02028,  25.00000,   0.00000, 100.60739,   6.12409,  -1.96619,   2.00000,1905.47332,   0.00000
   2.00000,  13.71749,  24.79101,   0.79853,   0.24747,  -0.01815,  25.00000,   0.00000, 100.30635,   6.06334,  -1.95509,   2.00000,1910.89487,   0.00000
   2.00000,  13.69932,  24.79191,   0.79684,   0.23388,  -0.03529,  25.00000,   0.00000,  99.41410,   6.02078,  -1.94819,   2.00000,1911.39249,   0.00000
   2.00000,  13.72578,  24.77864,   0.79550,   0.25551,  -0.00593,  25.00000,   0.00000,  99.84676,   6.10914,  -1.96370,   2.00000,1911.04783,   0.00000
   2.00000,  13.72648,  24.79664,   0.80180,   0.22260,  -0.01962,  25.00000,   0.00000, 100.24663,   6.08873,  -1.96030,   2.00000,1904.59559,   0.00000
   1.97031,  13.74251,  24.77523,   0.78777,   0.24013,  -0.01363,  24.61094,   0.00156,  98.11075,   5.93083,  -1.91611,   1.97031,1903.30862,   0.01562
   2.00000,  13.70696,  24.80133,   0.79545,   0.23414,  -0.03650,  25.00000,   0.00000,  98.71561,   6.00653,  -1.94513,   2.00000,1891.42554,   0.00000
   2.00000,  13.72672,  24.80335,   0.80384,   0.22449,  -0.02439,  25.00000,   0.00000, 100.95244,   6.09395,  -1.96092,   2.00000,1906.24616,   0.00000
   2.00000,  13.73717,  24.76938,   0.80360,   0.22782,  -0.01808,  25.00000,   0.00000, 100.08765,   6.01629,  -1.94677,   2.00000,1901.28782,   0.00000
   2.00000,  13.72439,  24.77961,   0.79147,   0.25785,  -0.02018,  25.00000,   0.00000,  99.93759,   6.04023,  -1.95087,   2.00000,1918.91236,   0.00000
   2.00000,  13.72207,  24.78683,   0.79918,   0.23523,  -0.01390,  25.00000,   0.00000,  99.78299,   6.05460,  -1.95383,   2.00000,1897.68507,   0.00000
   2.00000,  13.71297,  24.78460,   0.79136,   0.25445,  -0.02768,  25.00000,   0.00000,  99.35679,   6.05883,  -1.95483,   2.00000,1911.72411,   0.00000
   2.00000,  13.67106,  24.81417,   0.79278,   0.22757,  -0.04610,  25.00000,   0.00000,  98.11788,   5.93971,  -1.93268,   2.00000,1903.89189,   0.00000
   1.97031,  13.72211,  24.81276,   0.78599,   0.22563,  -0.01425,  24.61094,   0.00156,  99.04412,   6.01061,  -1.93049,   1.97031,1909.90971,   0.01562
   2.00000,  13.70755,  24.78591,   0.79224,   0.25842,  -0.02123,  25.00000,   0.00000,  99.02910,   6.03377,  -1.94962,   2.00000,1909.46789,   0.00000
   2.00000,  13.73858,  24.78559,   0.79540,   0.22930,  -0.01130,  25.00000,   0.00000, 100.09376,   6.08430,  -1.95860,   2.00000,1903.71467,   0.00000
