id,xcentroid,ycentroid,sharpness,roundness1,roundness2,npix,sky,peak,flux,mag,num_sources,flux_integrated,outlier_flag
   1.00000,  16.05507,  15.81749,   0.79757,   0.03478,   0.02380,  25.00000,   0.00000,2407.17082, 151.58886,  -5.45128,   2.00000,68330.68734,   0.00000
   1.00000,  16.04640,  15.82596,   0.79855,   0.03586,   0.01891,  25.00000,   0.00000,2416.43110, 151.73361,  -5.45225,   2.00000,68378.23915,   0.00000
   1.00000,  16.06379,  15.84237,   0.80015,   0.02626,   0.01756,  25.00000,   0.00000,2431.92801, 152.18616,  -5.45550,   2.00000,68377.77448,   0.00000
   1.00000,  16.06376,  15.85668,   0.80112,   0.02702,   0.01274,  25.00000,   0.00000,2435.69500, 152.57748,  -5.45826,   2.00000,68342.27641,   0.00000
   1.00000,  16.05354,  15.82330,   0.79782,   0.03194,   0.01993,  25.00000,   0.00000,2410.38681, 151.49841,  -5.45063,   2.00000,68357.58710,   0.01562
   1.00000,  16.05877,  15.85092,   0.80148,   0.03025,   0.01538,  25.00000,   0.00000,2438.86270, 152.25094,  -5.45599,   2.00000,68418.73623,   0.00000
   1.00000,  16.05694,  15.82868,   0.79976,   0.02972,   0.01981,  25.00000,   0.00000,2423.04376, 151.03556,  -5.44726,   2.00000,68381.97214,   0.00000
   1.00000,  16.05920,  15.80960,   0.79782,   0.02850,   0.02351,  25.00000,   0.00000,2406.67741, 150.32157,  -5.44225,   2.00000,68350.46749,   0.00000
   1.00000,  16.05406,  15.81969,   0.79782,   0.03338,   0.02198,  25.00000,   0.00000,2412.06120, 150.51830,  -5.44332,   2.00000,68355.31815,   0.00000
   1.00000,  16.05433,  15.82039,   0.79711,   0.03285,   0.02110,  25.00000,   0.00000,2407.42706, 151.81016,  -5.45294,   2.00000,68335.68285,   0.00000
   1.00000,  16.05174,  15.83044,   0.80004,   0.03418,   0.01916,  25.00000,   0.00000,2421.66044, 151.65851,  -5.45160,   2.00000,68339.41523,   0.00000
   1.00000,  16.03675,  15.82617,   0.80003,   0.04269,   0.02042,  25.00000,   0.00000,2420.33990, 151.17870,  -5.44832,   1.98438,68349.55640,   0.00000
   1.00000,  16.05691,  15.79157,   0.79501,   0.03313,   0.02775,  25.00000,   0.00000,2386.68454, 149.25144,  -5.43435,   2.00000,68376.22727,   0.01562
   1.00000,  16.06933,  15.80445,   0.79448,   0.02463,   0.02581,  25.00000,   0.00000,2395.78759, 150.68055,  -5.44470,   2.00000,68411.02380,   0.00000
   1.00000,  16.04193,  15.80929,   0.79835,   0.04120,   0.02549,  25.00000,   0.00000,2408.87806, 150.44833,  -5.44312,   2.00000,68346.00217,   0.00000
   1.00000,  16.00327,  15.81606,   0.80143,   0.06400,   0.02259,  25.00000,   0.00000,2418.34481, 150.72495,  -5.44513,   2.00000,68320.79410,   0.00000
   1.01562,  16.03466,  15.83349,   0.80113,   0.04325,   0.01949,  25.00000,   0.00000,2429.02078, 152.89140,  -5.46046,   2.01562,68365.40925,   0.00000
   1.00000,  16.02777,  15.84182,   0.80313,   0.04747,   0.01737,  25.00000,   0.00000,2435.00011, 152.30394,  -5.45632,   2.00000,68331.29012,   0.00000
   1.00000,  16.02495,  15.82410,   0.80168,   0.05185,   0.02066,  25.00000,   0.00000,2421.74426, 151.64672,  -5.45166,   2.00000,68348.13616,   0.00000
   1.00000,  16.01959,  15.83128,   0.80161,   0.05357,   0.01929,  25.00000,   0.00000,2424.18796, 151.32759,  -5.44931,   2.00000,68342.39027,   0.00000
   1.00000,  16.04111,  15.82866,   0.79975,   0.04199,   0.02026,  25.00000,   0.00000,2419.81615, 151.24015,  -5.44875,   1.98438,68411.25626,   0.01562
   1.00000,  16.04240,  15.80305,   0.79629,   0.04330,   0.02611,  25.00000,   0.00000,2393.78904, 149.48355,  -5.43604,   2.00000,68295.21534,   0.00000
   1.00000,  16.03393,  15.80410,   0.79861,   0.04503,   0.02407,  25.00000,   0.00000,2408.23301, 151.13659,  -5.44817,   2.01562,68393.29169,   0.01562
   1.00000,  16.02928,  15.80126,   0.79689,   0.05067,   0.02677,  25.00000,   0.00000,2400.29932, 150.90045,  -5.44630,   2.00000,68424.86815,   0.00000
   1.00000,  16.02753,  15.80280,   0.79714,   0.05751,   0.02704,  25.00000,   0.00000,2402.12727, 150.84856,  -5.44590,   2.00000,68360.53048,   0.01562
   1.00000,  16.00575,  15.83270,   0.80175,   0.05956,   0.01791,  25.00000,   0.00000,2426.80090, 151.21233,  -5.44850,   2.00000,68380.50093,   0.00000
   1.00000,  16.04670,  15.80503,   0.79648,   0.03886,   0.02453,  25.00000,   0.00000,2401.02627, 150.18405,  -5.44111,   2.00000,68420.59596,   0.00000
   1.01562,  16.02888,  15.81186,   0.79822,   0.05066,   0.02363,  25.00000,   0.00000,2408.24545, 150.13563,  -5.44081,   2.01562,68419.01545,   0.00000
   1.00000,  16.00538,  15.83166,   0.80229,   0.06108,   0.02043,  25.00000,   0.00000,2431.88884, 151.78079,  -5.45264,   2.00000,68429.62417,   0.00000
   1.00000,  16.00457,  15.84417,   0.80286,   0.05933,   0.01463,  25.00000,   0.00000,2437.32151, 152.92075,  -5.46074,   2.00000,68388.93258,   0.00000
   1.00000,  16.03166,  15.82585,   0.79992,   0.04596,   0.02011,  25.00000,   0.00000,2416.90462, 151.32847,  -5.44933,   2.00000,68310.50938,   0.00000
   1.00000,  16.02219,  15.80846,   0.79750,   0.05612,   0.02605,  25.00000,   0.00000,2406.58506, 151.88605,  -5.45350,   2.00000,68419.68630,   0.00000
   1.00000,  16.03219,  15.80302,   0.79655,   0.05281,   0.02801,  25.00000,   0.00000,2399.06508, 150.51504,  -5.44349,   2.00000,68394.89940,   0.00000
   1.00000,  16.04231,  15.82035,   0.79818,   0.04155,   0.02285,  25.00000,   0.00000,2411.91715, 150.77444,  -5.44544,   2.00000,68356.32731,   0.00000
   1.00000,  16.03080,  15.81974,   0.79888,   0.04808,   0.02266,  25.00000,   0.00000,2412.64829, 151.81285,  -5.45263,   2.00000,68363.20059,   0.00000
   1.00000,  16.01925,  15.81958,   0.80067,   0.05609,   0.02217,  25.00000,   0.00000,2417.46565, 151.40551,  -5.44990,   2.00000,68372.23787,   0.00000
   1.00000,  16.03478,  15.82497,   0.79970,   0.04389,   0.01988,  25.00000,   0.00000,2418.77906, 150.82270,  -5.44568,   2.00000,68405.23634,   0.00000
   1.00000,  16.00908,  15.82658,   0.80158,   0.06159,   0.01976,  25.00000,   0.00000,2422.29614, 151.30405,  -5.44917,   2.00000,68367.39103,   0.00000
   1.00000,  15.99918,  15.82662,   0.80174,   0.06471,   0.01881,  25.00000,   0.00000,2424.94032, 151.88588,  -5.45339,   2.00000,68433.36697,   0.00000
   1.00000,  16.00676,  15.81419,   0.80097,   0.06567,   0.02277,  25.00000,   0.00000,2412.60849, 151.01230,  -5.44707,   2.00000,68375.43962,   0.00000
   1.00000,  16.01645,  15.82495,   0.80082,   0.05599,   0.01921,  25.00000,   0.00000,2422.02658, 152.81113,  -5.45999,   1.98438,68436.20141,   0.00000
   1.00000,  16.03336,  15.84181,   0.79982,   0.04914,   0.01808,  25.00000,   0.00000,2425.65254, 152.19709,  -5.45556,   2.00000,68422.60589,   0.00000
   1.00000,  16.01907,  15.82666,   0.80083,   0.05614,   0.02076,  25.00000,   0.00000,2423.67395, 151.93149,  -5.45365,   2.00000,68390.43782,   0.00000
   1.00000,  16.02026,  15.78591,   0.79508,   0.06037,   0.03059,  25.00000,   0.00000,2384.58322, 149.81807,  -5.43847,   2.00000,68402.15818,   0.00000
   1.00000,  16.01492,  15.79038,   0.79573,   0.06205,   0.02860,  25.00000,   0.00000,2388.77612, 150.11341,  -5.44062,   2.00000,68408.88794,   0.00000
   1.00000,  16.01237,  15.79118,   0.79735,   0.06580,   0.03047,  25.00000,   0.00000,2395.39215, 150.02176,  -5.43992,   2.01562,68428.16689,   0.00000
   1.00000,  16.00710,  15.78196,   0.79550,   0.06896,   0.03115,  25.00000,   0.00000,2385.22520, 150.27169,  -5.44171,   2.00000,68469.97671,   0.00000
   1.01562,  16.00644,  15.79571,   0.79770,   0.06624,   0.02836,  25.00000,   0.00000,2396.02677, 150.39381,  -5.44267,   2.01562,68345.80988,   0.00000
   1.00000,  16.02844,  15.78911,   0.79583,   0.05407,   0.03013,  25.00000,   0.00000,2387.96826, 149.20219,  -5.43416,   2.00000,68447.39143,   0.00000
   1.00000,  16.03214,  15.77403,   0.79260,   0.05301,   0.03423,  25.00000,   0.00000,2370.87451, 148.90130,  -5.43182,   2.00000,68403.06726,   0.00000
   1.00000,  16.01858,  15.78845,   0.79538,   0.06130,   0.03034,  25.00000,   0.00000,2383.66800, 149.51136,  -5.43628,   2.00000,68370.27508,   0.00000
   1.00000,  16.02993,  15.76787,   0.79156,   0.05781,   0.03678,  25.00000,   0.00000,2364.55508, 149.00542,  -5.43272,   2.00000,68369.31675,   0.00000
   1.00000,  16.04778,  15.76876,   0.79032,   0.04087,   0.03703,  25.00000,   0.00000,2366.85153, 148.60012,  -5.42965,   2.00000,68440.49622,   0.00000
   1.00000,  16.02372,  15.78704,   0.79619,   0.05921,   0.03162,  25.00000,   0.00000,2389.72475, 149.22062,  -5.43415,   1.98438,68484.38055,   0.00000
   1.01562,  16.03472,  15.76678,   0.78997,   0.05719,   0.03881,  25.00000,   0.00000,2356.93214, 147.55255,  -5.42183,   2.01562,68405.83420,   0.00000
   1.00000,  16.02109,  15.76857,   0.79306,   0.06024,   0.03601,  25.00000,   0.00000,2373.98315, 149.04612,  -5.43281,   2.00000,68490.66499,   0.00000
   1.00000,  16.02126,  15.76423,   0.79077,   0.06142,   0.03707,  25.00000,   0.00000,2365.65533, 149.01612,  -5.43262,   2.00000,68480.40394,   0.00000
   1.00000,  16.02388,  15.75268,   0.78961,   0.06274,   0.04170,  25.00000,   0.00000,2347.91764, 147.29825,  -5.42006,   2.00000,68378.56600,   0.00000
   0.98594,  16.04819,  15.76412,   0.78015,   0.04330,   0.03867,  24.61094,   0.00156,2326.21586, 146.43191,  -5.34447,   1.97031,68501.38855,   0.01562
   1.00000,  16.03932,  15.76009,   0.79162,   0.04850,   0.03820,  25.00000,   0.00000,2358.72109, 147.72457,  -5.42324,   2.00000,68382.57555,   0.00000
   1.00000,  16.04169,  15.75030,   0.78835,   0.04894,   0.04257,  25.00000,   0.00000,2344.86472, 147.21563,  -5.41951,   2.00000,68384.21666,   0.00000
   1.00000,  16.02858,  15.75429,   0.78981,   0.05909,   0.04109,  25.00000,   0.00000,2351.86780, 147.49248,  -5.42146,   2.00000,68412.48915,   0.00000
   1.03125,  16.02705,  15.75813,   0.79195,   0.05690,   0.03795,  25.00000,   0.00000,2361.52442, 148.66935,  -5.43013,   2.03125,68414.40835,   0.00000
   1.00000,  16.04006,  15.73405,   0.78628,   0.05368,   0.04696,  25.00000,   0.00000,2331.68127, 147.11825,  -5.41868,   1.98438,68426.10012,   0.00000
   1.00000,  16.05021,  15.76589,   0.79137,   0.04023,   0.03819,  25.00000,   0.00000,2362.34472, 147.71868,  -5.42314,   2.00000,68405.39124,   0.00000
   1.00000,  16.05935,  15.76059,   0.78880,   0.03251,   0.03704,  25.00000,   0.00000,2350.23070, 149.03643,  -5.43282,   2.00000,68353.58818,   0.00000
   1.00000,  16.03726,  15.72539,   0.78490,   0.05640,   0.05002,  25.00000,   0.00000,2321.76064, 145.66375,  -5.40788,   2.00000,68399.14605,   0.00000
   1.00000,  16.02955,  15.72420,   0.78577,   0.06377,   0.04933,  25.00000,   0.00000,2319.33696, 146.29902,  -5.41263,   2.00000,68373.89628,   0.00000
   1.00000,  16.03847,  15.75529,   0.78988,   0.05059,   0.04040,  25.00000,   0.00000,2355.63884, 147.77274,  -5.42353,   2.01562,68472.79868,   0.00000
   1.00000,  16.04134,  15.73289,   0.78627,   0.05575,   0.04869,  25.00000,   0.00000,2329.80525, 146.78281,  -5.41625,   2.00000,68447.55250,   0.00000
   1.00000,  16.05692,  15.75225,   0.78792,   0.03972,   0.04166,  25.00000,   0.00000,2345.18160, 147.70450,  -5.42309,   2.00000,68382.38814,   0.00000
   1.00000,  16.03411,  15.75877,   0.79013,   0.05510,   0.03981,  25.00000,   0.00000,2356.77409, 148.10894,  -5.42585,   2.00000,68435.33715,   0.00000
   1.00000,  16.04773,  15.73304,   0.78498,   0.04899,   0.04766,  25.00000,   0.00000,2325.12820, 146.79772,  -5.41638,   2.00000,68417.80158,   0.00000
   1.00000,  16.05309,  15.72506,   0.78384,   0.04298,   0.05083,  25.00000,   0.00000,2314.99048, 145.88728,  -5.40951,   2.00000,68357.81232,   0.00000
   1.00000,  16.05735,  15.74059,   0.78652,   0.03672,   0.04432,  25.00000,   0.00000,2332.97002, 146.73132,  -5.41591,   2.00000,68411.55610,   0.00000
   1.00000,  16.05720,  15.72059,   0.78508,   0.03562,   0.04837,  25.00000,   0.00000,2343.30789, 146.91806,  -5.41535,   2.00000,68414.31097,   0.01562
   1.00000,  16.03529,  15.73219,   0.78648,   0.05437,   0.04885,  25.00000,   0.00000,2333.45272, 147.31975,  -5.41992,   2.00000,68451.16713,   0.00000
   1.00000,  16.03050,  15.73037,   0.78746,   0.05918,   0.04943,  25.00000,   0.00000,2330.62784, 146.33577,  -5.41301,   2.00000,68393.49224,   0.00000
   1.00000,  16.06184,  15.70012,   0.77802,   0.03578,   0.05808,  25.00000,   0.00000,2283.69632, 143.66731,  -5.39287,   2.00000,68372.88302,   0.00000
   1.00000,  16.03787,  15.71269,   0.78355,   0.05656,   0.05534,  25.00000,   0.00000,2312.10370, 146.31681,  -5.41290,   2.00000,68443.68774,   0.00000
   1.00000,  16.04325,  15.74227,   0.78897,   0.04659,   0.04431,  25.00000,   0.00000,2343.42974, 147.94637,  -5.42476,   2.00000,68412.56727,   0.00000
   1.01562,  16.01134,  15.73585,   0.78993,   0.07515,   0.04620,  25.00000,   0.00000,2339.17638, 147.09060,  -5.41862,   2.01562,68441.56021,   0.00000
   1.00000,  16.03506,  15.72828,   0.78543,   0.05583,   0.04932,  25.00000,   0.00000,2323.70236, 146.28612,  -5.41261,   2.00000,68411.14076,   0.00000
   1.00000,  16.05862,  15.70913,   0.78025,   0.03918,   0.05561,  25.00000,   0.00000,2296.08263, 145.13762,  -5.40396,   2.00000,68434.70911,   0.00000
   1.01562,  16.04808,  15.71644,   0.78312,   0.04614,   0.05199,  25.00000,   0.00000,2311.44544, 145.13577,  -5.40401,   2.01562,68452.87508,   0.00000
   1.00000,  16.03954,  15.73018,   0.78571,   0.05188,   0.04817,  25.00000,   0.00000,2327.62720, 146.25100,  -5.41238,   2.00000,68442.53144,   0.00000
   1.00000,  16.05806,  15.71681,   0.78146,   0.03636,   0.05188,  25.00000,   0.00000,2303.27293, 145.08453,  -5.40371,   2.00000,68373.81828,   0.00000
   1.00000,  16.04104,  15.69109,   0.77944,   0.05771,   0.06343,  25.00000,   0.00000,2284.30941, 143.72090,  -5.39325,   2.00000,68409.86865,   0.00000
   1.00000,  16.04809,  15.70680,   0.78198,   0.04932,   0.05805,  25.00000,   0.00000,2300.32923, 145.05969,  -5.40331,   2.00000,68358.32270,   0.00000
   1.00000,  16.05729,  15.69739,   0.77900,   0.03998,   0.06048,  25.00000,   0.00000,2285.05647, 143.98823,  -5.39555,   2.00000,68368.32367,   0.00000
   1.01562,  16.03353,  15.71721,   0.78315,   0.05689,   0.05102,  25.00000,   0.00000,2310.23554, 146.18870,  -5.41199,   2.01562,68455.02100,   0.00000
   1.00000,  16.04368,  15.71050,   0.78210,   0.05045,   0.05502,  25.00000,   0.00000,2300.97196, 144.20162,  -5.39704,   2.00000,68396.56016,   0.00000
   1.00000,  16.04129,  15.69794,   0.77983,   0.05516,   0.05997,  25.00000,   0.00000,2293.56659, 144.66259,  -5.40035,   2.00000,68528.38760,   0.00000
   1.00000,  16.05619,  15.69909,   0.77929,   0.04170,   0.06024,  25.00000,   0.00000,2289.22045, 144.82894,  -5.40168,   2.00000,68421.89045,   0.00000
   1.00000,  16.03672,  15.71181,   0.78369,   0.05584,   0.05586,  25.00000,   0.00000,2311.95396, 146.04832,  -5.41085,   2.00000,68459.13127,   0.00000
   1.00000,  16.06081,  15.68735,   0.77519,   0.03982,   0.06424,  25.00000,   0.00000,2271.01830, 143.39038,  -5.39089,   2.00000,68419.40722,   0.00000
   1.00000,  16.04687,  15.69725,   0.77870,   0.05691,   0.05771,  25.00000,   0.00000,2284.82024, 144.38844,  -5.39849,   2.01562,68459.80405,   0.01562
   1.00000,  16.06420,  15.68255,   0.77372,   0.03484,   0.06336,  25.00000,   0.00000,2259.60798, 142.80785,  -5.38642,   2.00000,68418.65590,   0.00000
   1.00000,  16.04889,  15.70870,   0.77937,   0.04437,   0.05664,  25.00000,   0.00000,2293.57945, 145.15252,  -5.40420,   2.01562,68386.94967,   0.00000
   1.00000,  16.06883,  15.68389,   0.77451,   0.02954,   0.06366,  25.00000,   0.00000,2264.55295, 143.18535,  -5.38928,   2.00000,68474.91413,   0.00000
   1.00000,  16.06465,  15.70433,   0.77812,   0.03173,   0.05423,  25.00000,   0.00000,2285.12594, 145.13024,  -5.40374,   2.00000,68442.43507,   0.00000
   1.00000,  16.07112,  15.69494,   0.77550,   0.02531,   0.05841,  25.00000,   0.00000,2272.24274, 143.58477,  -5.39226,   2.03125,68458.26127,   0.00000
   1.00000,  16.05801,  15.69966,   0.77802,   0.03959,   0.05689,  25.00000,   0.00000,2282.01954, 143.71007,  -5.39331,   2.00000,68405.34438,   0.00000
   1.00000,  16.08487,  15.69870,   0.77515,   0.01150,   0.05621,  25.00000,   0.00000,2271.63260, 143.80659,  -5.39412,   2.00000,68433.33460,   0.00000
   1.00000,  16.07590,  15.67577,   0.77026,   0.02539,   0.06312,  25.00000,   0.00000,2241.15620, 142.27394,  -5.38239,   2.00000,68388.36345,   0.00000
   1.00000,  16.07738,  15.67325,   0.76773,   0.02197,   0.06010,  25.00000,   0.00000,2225.72268, 141.68960,  -5.37795,   2.00000,68416.92231,   0.00000
   1.00000,  16.08455,  15.70026,   0.77446,   0.01322,   0.05406,  25.00000,   0.00000,2270.97402, 143.83695,  -5.39414,   2.00000,68413.72616,   0.00000
   1.00000,  16.09699,  15.69193,   0.77050,  -0.00282,   0.05178,  25.00000,   0.00000,2248.85017, 142.24867,  -5.38204,   2.00000,68433.00180,   0.00000
   1.00000,  16.10260,  15.68823,   0.76834,  -0.00354,   0.05363,  25.00000,   0.00000,2242.42403, 142.46767,  -5.38389,   2.00000,68457.53531,   0.00000
   1.00000,  16.09971,  15.67693,   0.76917,   0.00183,   0.06194,  25.00000,   0.00000,2241.70880, 142.19065,  -5.38177,   2.00000,68397.05659,   0.00000
   1.00000,  16.09372,  15.66336,   0.76576,   0.00884,   0.06863,  25.00000,   0.00000,2220.97365, 140.54925,  -5.36906,   2.00000,68351.25915,   0.00000
   1.00000,  16.07366,  15.66591,   0.76983,   0.02739,   0.06893,  25.00000,   0.00000,2237.08115, 141.68091,  -5.37801,   2.00000,68458.21321,   0.00000
   1.00000,  16.09263,  15.65292,   0.76502,   0.00776,   0.07214,  25.00000,   0.00000,2211.95327, 141.27025,  -5.37471,   2.00000,68393.85474,   0.00000
   1.00000,  16.09715,  15.67021,   0.76650,   0.00498,   0.06394,  25.00000,   0.00000,2225.89088, 142.19451,  -5.38183,   2.00000,68397.82467,   0.00000
   1.00000,  16.11369,  15.64625,   0.75698,  -0.01335,   0.06642,  25.00000,   0.00000,2176.26635, 138.53866,  -5.35355,   1.98438,68399.21256,   0.00000
   1.00000,  16.07997,  15.68024,   0.77173,   0.02078,   0.06218,  25.00000,   0.00000,2250.25178, 142.57020,  -5.38476,   2.00000,68394.37717,   0.00000
   1.00000,  16.09433,  15.68178,   0.77028,   0.00619,   0.06059,  25.00000,   0.00000,2244.13954, 142.09095,  -5.38100,   2.00000,68354.02802,   0.00000
   1.00000,  16.10441,  15.63424,   0.75922,  -0.00306,   0.07888,  25.00000,   0.00000,2182.40083, 138.28691,  -5.35143,   2.00000,68345.89777,   0.00000
   1.00000,  16.09426,  15.65205,   0.76456,   0.00799,   0.07289,  25.00000,   0.00000,2212.80537, 138.95097,  -5.35665,   2.00000,68501.11598,   0.00000
   1.00000,  16.09262,  15.66062,   0.76749,   0.00991,   0.07027,  25.00000,   0.00000,2226.78102, 141.09316,  -5.37323,   2.00000,68426.55777,   0.00000
   1.00000,  16.07733,  15.65411,   0.76746,   0.02687,   0.07225,  25.00000,   0.00000,2217.69934, 140.34668,  -5.36762,   2.00000,68356.60103,   0.00000
   1.00000,  16.05075,  15.69496,   0.77440,   0.04441,   0.05276,  25.00000,   0.00000,2263.32349, 142.72644,  -5.38577,   2.00000,68431.82911,   0.00000
   1.00000,  16.08642,  15.69004,   0.77198,   0.01165,   0.05670,  25.00000,   0.00000,2256.20309, 142.53329,  -5.38434,   1.98438,68449.83394,   0.00000
   1.00000,  16.07822,  15.65620,   0.76699,   0.02625,   0.07209,  25.00000,   0.00000,2221.33202, 140.89290,  -5.37179,   2.00000,68400.95745,   0.00000
   1.00000,  16.10936,  15.66145,   0.76601,  -0.00812,   0.06989,  25.00000,   0.00000,2223.35049, 140.73216,  -5.37050,   2.00000,68383.22851,   0.00000
   1.00000,  16.10165,  15.68921,   0.77065,   0.00073,   0.05737,  25.00000,   0.00000,2250.12079, 142.35463,  -5.38302,   2.00000,68439.16917,   0.00000
